Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,094029,2020,08,22,11.9,1,Y
IDCJAC0010,094029,2020,08,23,12.2,1,Y
IDCJAC0010,094029,2020,08,24,12.0,1,Y
IDCJAC0010,094029,2020,08,25,12.9,1,Y
IDCJAC0010,094029,2020,08,26,14.4,1,Y
IDCJAC0010,094029,2020,08,27,16.8,1,Y
IDCJAC0010,094029,2020,08,28,18.0,1,Y
IDCJAC0010,094029,2020,08,29,18.5,1,Y
IDCJAC0010,094029,2020,08,30,21.6,1,Y
IDCJAC0010,094029,2020,08,31,12.2,1,Y
IDCJAC0010,094029,2020,09,01,14.2,1,N
IDCJAC0010,094029,2020,09,02,17.1,1,N
IDCJAC0010,094029,2020,09,03,18.3,1,N
IDCJAC0010,094029,2020,09,04,16.0,1,N
IDCJAC0010,094029,2020,09,05,17.5,1,N
IDCJAC0010,094029,2020,09,06,17.2,1,N
IDCJAC0010,094029,2020,09,07,23.2,1,N
IDCJAC0010,094029,2020,09,08,19.6,1,N
IDCJAC0010,094029,2020,09,09,13.2,1,N
IDCJAC0010,094029,2020,09,10,17.2,1,N
IDCJAC0010,094029,2020,09,11,20.4,1,N
IDCJAC0010,094029,2020,09,12,13.2,1,N
IDCJAC0010,094029,2020,09,13,15.6,1,N
IDCJAC0010,094029,2020,09,14,14.5,1,N
IDCJAC0010,094029,2020,09,15,16.5,1,N
IDCJAC0010,094029,2020,09,16,18.3,1,N
IDCJAC0010,094029,2020,09,17,13.1,1,N
IDCJAC0010,094029,2020,09,18,14.9,1,N
IDCJAC0010,094029,2020,09,19,20.8,1,N
IDCJAC0010,094029,2020,09,20,21.2,1,N
IDCJAC0010,094029,2020,09,21,20.7,1,N
IDCJAC0010,094029,2020,09,22,18.7,1,N
IDCJAC0010,094029,2020,09,23,15.4,1,N
IDCJAC0010,094029,2020,09,24,13.9,1,N
IDCJAC0010,094029,2020,09,25,12.5,1,N
IDCJAC0010,094029,2020,09,26,13.1,1,N
IDCJAC0010,094029,2020,09,27,13.3,1,N
IDCJAC0010,094029,2020,09,28,17.2,1,N
IDCJAC0010,094029,2020,09,29,18.2,1,N
IDCJAC0010,094029,2020,09,30,19.0,1,N
IDCJAC0010,094029,2020,10,01,18.9,1,Y
IDCJAC0010,094029,2020,10,02,20.9,1,Y
IDCJAC0010,094029,2020,10,03,19.9,1,Y
IDCJAC0010,094029,2020,10,04,11.0,1,Y
IDCJAC0010,094029,2020,10,05,10.3,1,Y
IDCJAC0010,094029,2020,10,06,14.1,1,Y
IDCJAC0010,094029,2020,10,07,14.7,1,Y
IDCJAC0010,094029,2020,10,08,13.1,1,Y
IDCJAC0010,094029,2020,10,09,16.8,1,Y
IDCJAC0010,094029,2020,10,10,15.8,1,Y
IDCJAC0010,094029,2020,10,11,16.7,1,Y
IDCJAC0010,094029,2020,10,12,19.0,1,Y
IDCJAC0010,094029,2020,10,13,14.1,1,Y
IDCJAC0010,094029,2020,10,14,18.4,1,Y
IDCJAC0010,094029,2020,10,15,20.3,1,Y
IDCJAC0010,094029,2020,10,16,12.4,1,Y
IDCJAC0010,094029,2020,10,17,10.4,1,Y
IDCJAC0010,094029,2020,10,18,16.4,1,Y
IDCJAC0010,094029,2020,10,19,16.4,1,Y
IDCJAC0010,094029,2020,10,20,17.5,1,Y
IDCJAC0010,094029,2020,10,21,17.7,1,Y
IDCJAC0010,094029,2020,10,22,16.1,1,Y
IDCJAC0010,094029,2020,10,23,18.8,1,Y
IDCJAC0010,094029,2020,10,24,17.4,1,Y
IDCJAC0010,094029,2020,10,25,13.8,1,Y
IDCJAC0010,094029,2020,10,26,14.0,1,Y
IDCJAC0010,094029,2020,10,27,14.0,1,Y
IDCJAC0010,094029,2020,10,28,14.4,1,Y
IDCJAC0010,094029,2020,10,29,17.5,1,Y
IDCJAC0010,094029,2020,10,30,17.0,1,Y
IDCJAC0010,094029,2020,10,31,18.6,1,Y
IDCJAC0010,094029,2020,11,01,16.5,1,Y
IDCJAC0010,094029,2020,11,02,26.0,1,Y
IDCJAC0010,094029,2020,11,03,28.9,1,Y
IDCJAC0010,094029,2020,11,04,23.9,1,Y
IDCJAC0010,094029,2020,11,05,17.1,1,Y
IDCJAC0010,094029,2020,11,06,17.4,1,Y
IDCJAC0010,094029,2020,11,07,16.9,1,Y
IDCJAC0010,094029,2020,11,08,16.2,1,Y
IDCJAC0010,094029,2020,11,09,22.7,1,Y
IDCJAC0010,094029,2020,11,10,27.4,1,Y
IDCJAC0010,094029,2020,11,11,32.6,1,Y
IDCJAC0010,094029,2020,11,12,26.8,1,Y
IDCJAC0010,094029,2020,11,13,22.6,1,Y
IDCJAC0010,094029,2020,11,14,21.7,1,Y
IDCJAC0010,094029,2020,11,15,15.9,1,Y
IDCJAC0010,094029,2020,11,16,21.2,1,Y
IDCJAC0010,094029,2020,11,17,19.9,1,Y
IDCJAC0010,094029,2020,11,18,24.2,1,Y
IDCJAC0010,094029,2020,11,19,20.7,1,Y
IDCJAC0010,094029,2020,11,20,20.8,1,Y
IDCJAC0010,094029,2020,11,21,22.0,1,Y
IDCJAC0010,094029,2020,11,22,21.9,1,Y
IDCJAC0010,094029,2020,11,23,16.9,1,Y
IDCJAC0010,094029,2020,11,24,23.9,1,Y
IDCJAC0010,094029,2020,11,25,31.2,1,Y
IDCJAC0010,094029,2020,11,26,21.8,1,Y
IDCJAC0010,094029,2020,11,27,26.7,1,Y
IDCJAC0010,094029,2020,11,28,22.6,1,Y
IDCJAC0010,094029,2020,11,29,20.4,1,Y
IDCJAC0010,094029,2020,11,30,21.7,1,Y
IDCJAC0010,094029,2020,12,01,26.0,1,Y
IDCJAC0010,094029,2020,12,02,18.4,1,Y
IDCJAC0010,094029,2020,12,03,20.5,1,Y
IDCJAC0010,094029,2020,12,04,19.8,1,Y
IDCJAC0010,094029,2020,12,05,21.5,1,Y
IDCJAC0010,094029,2020,12,06,16.6,1,Y
IDCJAC0010,094029,2020,12,07,17.6,1,Y
IDCJAC0010,094029,2020,12,08,17.6,1,Y
IDCJAC0010,094029,2020,12,09,23.2,1,Y
IDCJAC0010,094029,2020,12,10,17.6,1,Y
IDCJAC0010,094029,2020,12,11,19.4,1,Y
IDCJAC0010,094029,2020,12,12,20.6,1,Y
IDCJAC0010,094029,2020,12,13,29.0,1,Y
IDCJAC0010,094029,2020,12,14,33.5,1,Y
IDCJAC0010,094029,2020,12,15,29.4,1,Y
IDCJAC0010,094029,2020,12,16,15.5,1,Y
IDCJAC0010,094029,2020,12,17,16.2,1,Y
IDCJAC0010,094029,2020,12,18,20.3,1,Y
IDCJAC0010,094029,2020,12,19,16.8,1,Y
IDCJAC0010,094029,2020,12,20,17.2,1,Y
IDCJAC0010,094029,2020,12,21,19.4,1,Y
IDCJAC0010,094029,2020,12,22,18.0,1,Y
IDCJAC0010,094029,2020,12,23,20.3,1,Y
IDCJAC0010,094029,2020,12,24,18.4,1,Y
IDCJAC0010,094029,2020,12,25,17.6,1,Y
IDCJAC0010,094029,2020,12,26,23.3,1,Y
IDCJAC0010,094029,2020,12,27,26.4,1,Y
IDCJAC0010,094029,2020,12,28,20.9,1,Y
IDCJAC0010,094029,2020,12,29,22.9,1,Y
IDCJAC0010,094029,2020,12,30,21.4,1,Y
IDCJAC0010,094029,2020,12,31,15.9,1,Y
