 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Papua New Guinea
01-Jan-2021 00:00, 1.026,-9999 ,-9999 ,-9999.0, 0.051, 0.026,  157,   6.5,   2.8
01-Jan-2021 01:00, 1.099,-9999 ,  29.2, 1008.9, 0.044, 0.012,  180,   4.6,   0.8
01-Jan-2021 02:00, 1.155,-9999 ,  30.1, 1008.2, 0.033,-0.011,   80,   4.9,   3.5
01-Jan-2021 03:00, 1.205,-9999 ,  26.7, 1007.4, 0.030,-0.020,  248,  10.1,   0.5
01-Jan-2021 04:00, 1.233,-9999 ,  29.7, 1006.3, 0.023,-0.037,  100,   5.5,   3.7
01-Jan-2021 05:00, 1.233,-9999 ,  30.2, 1005.7, 0.009,-0.060,  109,   6.6,   5.1
01-Jan-2021 06:00, 1.227,-9999 ,  30.4, 1005.7, 0.012,-0.063,   95,   7.3,   4.0
01-Jan-2021 07:00, 1.229,-9999 ,  30.2, 1006.2, 0.044,-0.030,   92,   6.5,   3.5
01-Jan-2021 08:00, 1.201,-9999 ,  29.7, 1006.5, 0.062,-0.007,   98,   6.3,   3.5
01-Jan-2021 09:00, 1.167,-9999 ,  29.6, 1007.1, 0.090, 0.024,   85,   5.7,   4.1
01-Jan-2021 10:00, 1.109,-9999 ,  29.1, 1007.7, 0.113, 0.052,  131,   5.4,   1.9
01-Jan-2021 11:00, 1.009,-9999 ,  28.9, 1007.9, 0.111, 0.056,  129,   2.8,   1.9
01-Jan-2021 12:00, 0.904,-9999 ,  27.9, 1008.0, 0.123, 0.070,  192,   2.6,   0.6
01-Jan-2021 13:00, 0.713,-9999 ,  27.2, 1007.9, 0.060, 0.008,  230,   2.0,   1.0
01-Jan-2021 14:00, 0.587,-9999 ,  27.0, 1007.4, 0.057, 0.004,  240,   1.9,   0.9
01-Jan-2021 15:00, 0.470,-9999 ,  27.3, 1007.0, 0.039,-0.020,  196,   1.6,   0.6
01-Jan-2021 16:00, 0.410,-9999 ,  26.8, 1006.8, 0.037,-0.025,  230,   1.5,   1.1
