Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,086338,2020,01,01,24.9,1,Y
IDCJAC0010,086338,2020,01,02,25.0,1,Y
IDCJAC0010,086338,2020,01,03,36.6,1,Y
IDCJAC0010,086338,2020,01,04,26.8,1,Y
IDCJAC0010,086338,2020,01,05,16.7,1,Y
IDCJAC0010,086338,2020,01,06,18.0,1,Y
IDCJAC0010,086338,2020,01,07,20.1,1,Y
IDCJAC0010,086338,2020,01,08,23.8,1,Y
IDCJAC0010,086338,2020,01,09,31.9,1,Y
IDCJAC0010,086338,2020,01,10,32.9,1,Y
IDCJAC0010,086338,2020,01,11,19.3,1,Y
IDCJAC0010,086338,2020,01,12,19.9,1,Y
IDCJAC0010,086338,2020,01,13,32.2,1,Y
IDCJAC0010,086338,2020,01,14,33.8,1,Y
IDCJAC0010,086338,2020,01,15,36.8,1,Y
IDCJAC0010,086338,2020,01,16,19.6,1,Y
IDCJAC0010,086338,2020,01,17,24.8,1,Y
IDCJAC0010,086338,2020,01,18,29.4,1,Y
IDCJAC0010,086338,2020,01,19,25.5,1,Y
IDCJAC0010,086338,2020,01,20,21.8,1,Y
IDCJAC0010,086338,2020,01,21,23.5,1,Y
IDCJAC0010,086338,2020,01,22,31.7,1,Y
IDCJAC0010,086338,2020,01,23,22.6,1,Y
IDCJAC0010,086338,2020,01,24,24.1,1,Y
IDCJAC0010,086338,2020,01,25,27.4,1,Y
IDCJAC0010,086338,2020,01,26,23.6,1,Y
IDCJAC0010,086338,2020,01,27,23.1,1,Y
IDCJAC0010,086338,2020,01,28,25.4,1,Y
IDCJAC0010,086338,2020,01,29,31.5,1,Y
IDCJAC0010,086338,2020,01,30,39.4,1,Y
IDCJAC0010,086338,2020,01,31,42.9,1,Y
IDCJAC0010,086338,2020,02,01,29.3,1,Y
IDCJAC0010,086338,2020,02,02,25.1,1,Y
IDCJAC0010,086338,2020,02,03,17.7,1,Y
IDCJAC0010,086338,2020,02,04,19.7,1,Y
IDCJAC0010,086338,2020,02,05,20.1,1,Y
IDCJAC0010,086338,2020,02,06,25.5,1,Y
IDCJAC0010,086338,2020,02,07,23.2,1,Y
