Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,040913,2020,05,02,23.3,1,Y
IDCJAC0010,040913,2020,05,03,25.7,1,Y
IDCJAC0010,040913,2020,05,04,25.8,1,Y
IDCJAC0010,040913,2020,05,05,24.7,1,Y
IDCJAC0010,040913,2020,05,06,25.1,1,Y
IDCJAC0010,040913,2020,05,07,24.2,1,Y
IDCJAC0010,040913,2020,05,08,26.3,1,Y
IDCJAC0010,040913,2020,05,09,27.1,1,Y
IDCJAC0010,040913,2020,05,10,26.0,1,Y
IDCJAC0010,040913,2020,05,11,24.5,1,Y
IDCJAC0010,040913,2020,05,12,23.0,1,Y
IDCJAC0010,040913,2020,05,13,24.3,1,Y
IDCJAC0010,040913,2020,05,14,25.9,1,Y
IDCJAC0010,040913,2020,05,15,24.4,1,Y
IDCJAC0010,040913,2020,05,16,24.9,1,Y
IDCJAC0010,040913,2020,05,17,25.1,1,Y
IDCJAC0010,040913,2020,05,18,24.6,1,Y
IDCJAC0010,040913,2020,05,19,24.4,1,Y
IDCJAC0010,040913,2020,05,20,23.2,1,Y
IDCJAC0010,040913,2020,05,21,21.9,1,Y
IDCJAC0010,040913,2020,05,22,17.9,1,Y
IDCJAC0010,040913,2020,05,23,15.1,1,Y
IDCJAC0010,040913,2020,05,24,20.7,1,Y
IDCJAC0010,040913,2020,05,25,24.7,1,Y
IDCJAC0010,040913,2020,05,26,25.1,1,Y
IDCJAC0010,040913,2020,05,27,25.0,1,Y
IDCJAC0010,040913,2020,05,28,25.4,1,Y
IDCJAC0010,040913,2020,05,29,24.9,1,Y
IDCJAC0010,040913,2020,05,30,24.8,1,Y
IDCJAC0010,040913,2020,05,31,23.9,1,Y
IDCJAC0010,040913,2020,06,01,24.4,1,Y
IDCJAC0010,040913,2020,06,02,20.6,1,Y
IDCJAC0010,040913,2020,06,03,22.1,1,Y
IDCJAC0010,040913,2020,06,04,21.0,1,Y
IDCJAC0010,040913,2020,06,05,23.8,1,Y
IDCJAC0010,040913,2020,06,06,24.2,1,Y
IDCJAC0010,040913,2020,06,07,23.3,1,Y
IDCJAC0010,040913,2020,06,08,23.6,1,Y
IDCJAC0010,040913,2020,06,09,23.1,1,Y
IDCJAC0010,040913,2020,06,10,23.5,1,Y
IDCJAC0010,040913,2020,06,11,26.1,1,Y
IDCJAC0010,040913,2020,06,12,25.9,1,Y
IDCJAC0010,040913,2020,06,13,24.7,1,Y
IDCJAC0010,040913,2020,06,14,24.8,1,Y
IDCJAC0010,040913,2020,06,15,25.2,1,Y
IDCJAC0010,040913,2020,06,16,23.3,1,Y
IDCJAC0010,040913,2020,06,17,23.3,1,Y
IDCJAC0010,040913,2020,06,18,23.8,1,Y
IDCJAC0010,040913,2020,06,19,21.5,1,Y
IDCJAC0010,040913,2020,06,20,19.2,1,Y
IDCJAC0010,040913,2020,06,21,22.5,1,Y
IDCJAC0010,040913,2020,06,22,20.9,1,Y
IDCJAC0010,040913,2020,06,23,20.1,1,Y
IDCJAC0010,040913,2020,06,24,20.3,1,Y
IDCJAC0010,040913,2020,06,25,21.5,1,Y
IDCJAC0010,040913,2020,06,26,22.9,1,Y
IDCJAC0010,040913,2020,06,27,23.6,1,Y
IDCJAC0010,040913,2020,06,28,18.0,1,Y
IDCJAC0010,040913,2020,06,29,22.4,1,Y
IDCJAC0010,040913,2020,06,30,22.2,1,Y
IDCJAC0010,040913,2020,07,01,22.5,1,Y
IDCJAC0010,040913,2020,07,02,23.4,1,N
IDCJAC0010,040913,2020,07,03,24.8,1,N
IDCJAC0010,040913,2020,07,04,20.7,1,N
IDCJAC0010,040913,2020,07,05,21.1,1,N
IDCJAC0010,040913,2020,07,06,22.8,1,N
IDCJAC0010,040913,2020,07,07,23.3,1,N
IDCJAC0010,040913,2020,07,08,23.9,1,N
IDCJAC0010,040913,2020,07,09,19.7,1,N
IDCJAC0010,040913,2020,07,10,22.5,1,N
IDCJAC0010,040913,2020,07,11,24.3,1,N
IDCJAC0010,040913,2020,07,12,22.8,1,N
IDCJAC0010,040913,2020,07,13,20.9,1,N
IDCJAC0010,040913,2020,07,14,18.4,1,N
IDCJAC0010,040913,2020,07,15,22.6,1,N
IDCJAC0010,040913,2020,07,16,21.8,1,N
IDCJAC0010,040913,2020,07,17,22.7,1,N
IDCJAC0010,040913,2020,07,18,23.6,1,N
IDCJAC0010,040913,2020,07,19,25.1,1,N
IDCJAC0010,040913,2020,07,20,25.4,1,N
IDCJAC0010,040913,2020,07,21,21.5,1,N
IDCJAC0010,040913,2020,07,22,19.2,1,N
IDCJAC0010,040913,2020,07,23,17.3,1,N
IDCJAC0010,040913,2020,07,24,20.4,1,N
IDCJAC0010,040913,2020,07,25,20.8,1,N
IDCJAC0010,040913,2020,07,26,23.5,1,N
IDCJAC0010,040913,2020,07,27,19.3,1,N
IDCJAC0010,040913,2020,07,28,21.7,1,N
IDCJAC0010,040913,2020,07,29,23.3,1,N
IDCJAC0010,040913,2020,07,30,24.2,1,N
IDCJAC0010,040913,2020,07,31,22.8,1,N
IDCJAC0010,040913,2020,08,01,22.7,1,N
IDCJAC0010,040913,2020,08,02,24.1,1,N
IDCJAC0010,040913,2020,08,03,22.8,1,N
IDCJAC0010,040913,2020,08,04,23.9,1,N
IDCJAC0010,040913,2020,08,05,25.1,1,N
IDCJAC0010,040913,2020,08,06,25.9,1,N
IDCJAC0010,040913,2020,08,07,23.2,1,N
IDCJAC0010,040913,2020,08,08,24.1,1,N
IDCJAC0010,040913,2020,08,09,19.6,1,N
IDCJAC0010,040913,2020,08,10,18.8,1,N
IDCJAC0010,040913,2020,08,11,22.8,1,N
IDCJAC0010,040913,2020,08,12,22.8,1,N
IDCJAC0010,040913,2020,08,13,25.2,1,N
IDCJAC0010,040913,2020,08,14,23.6,1,N
IDCJAC0010,040913,2020,08,15,24.3,1,N
IDCJAC0010,040913,2020,08,16,22.6,1,N
IDCJAC0010,040913,2020,08,17,22.1,1,N
IDCJAC0010,040913,2020,08,18,24.6,1,N
IDCJAC0010,040913,2020,08,19,27.0,1,N
IDCJAC0010,040913,2020,08,20,23.1,1,Y
IDCJAC0010,040913,2020,08,21,23.3,1,N
IDCJAC0010,040913,2020,08,22,22.5,1,N
IDCJAC0010,040913,2020,08,23,21.2,1,N
IDCJAC0010,040913,2020,08,24,23.1,1,Y
IDCJAC0010,040913,2020,08,25,22.6,1,N
IDCJAC0010,040913,2020,08,26,21.7,1,N
IDCJAC0010,040913,2020,08,27,22.6,1,N
IDCJAC0010,040913,2020,08,28,26.7,1,N
IDCJAC0010,040913,2020,08,29,23.2,1,N
IDCJAC0010,040913,2020,08,30,23.4,1,N
IDCJAC0010,040913,2020,08,31,27.2,1,N
IDCJAC0010,040913,2020,09,01,26.4,1,Y
IDCJAC0010,040913,2020,09,02,24.1,1,Y
IDCJAC0010,040913,2020,09,03,25.9,1,Y
IDCJAC0010,040913,2020,09,04,25.7,1,Y
IDCJAC0010,040913,2020,09,05,26.0,1,Y
IDCJAC0010,040913,2020,09,06,25.6,1,Y
IDCJAC0010,040913,2020,09,07,24.8,1,Y
IDCJAC0010,040913,2020,09,08,24.4,1,Y
IDCJAC0010,040913,2020,09,09,24.9,1,Y
IDCJAC0010,040913,2020,09,10,20.9,1,Y
IDCJAC0010,040913,2020,09,11,23.1,1,Y
IDCJAC0010,040913,2020,09,12,24.3,1,Y
IDCJAC0010,040913,2020,09,13,23.8,1,Y
IDCJAC0010,040913,2020,09,14,28.1,1,Y
IDCJAC0010,040913,2020,09,15,25.8,1,Y
IDCJAC0010,040913,2020,09,16,26.2,1,Y
IDCJAC0010,040913,2020,09,17,27.1,1,Y
IDCJAC0010,040913,2020,09,18,26.3,1,Y
IDCJAC0010,040913,2020,09,19,25.6,1,Y
IDCJAC0010,040913,2020,09,20,27.8,1,Y
IDCJAC0010,040913,2020,09,21,29.7,1,Y
IDCJAC0010,040913,2020,09,22,31.1,1,Y
IDCJAC0010,040913,2020,09,23,31.4,1,Y
IDCJAC0010,040913,2020,09,24,28.9,1,Y
IDCJAC0010,040913,2020,09,25,27.7,1,Y
IDCJAC0010,040913,2020,09,26,24.9,1,Y
IDCJAC0010,040913,2020,09,27,25.6,1,Y
IDCJAC0010,040913,2020,09,28,23.9,1,Y
IDCJAC0010,040913,2020,09,29,23.9,1,Y
IDCJAC0010,040913,2020,09,30,24.1,1,Y
IDCJAC0010,040913,2020,10,01,27.2,1,N
IDCJAC0010,040913,2020,10,02,29.0,1,N
IDCJAC0010,040913,2020,10,03,27.6,1,N
IDCJAC0010,040913,2020,10,04,26.1,1,N
IDCJAC0010,040913,2020,10,05,27.3,1,N
IDCJAC0010,040913,2020,10,06,27.9,1,N
IDCJAC0010,040913,2020,10,07,27.0,1,N
IDCJAC0010,040913,2020,10,08,27.3,1,N
IDCJAC0010,040913,2020,10,09,29.5,1,N
IDCJAC0010,040913,2020,10,10,28.2,1,N
IDCJAC0010,040913,2020,10,11,27.1,1,N
IDCJAC0010,040913,2020,10,12,26.1,1,N
IDCJAC0010,040913,2020,10,13,27.2,1,N
IDCJAC0010,040913,2020,10,14,24.7,1,N
IDCJAC0010,040913,2020,10,15,26.9,1,N
IDCJAC0010,040913,2020,10,16,29.0,1,N
IDCJAC0010,040913,2020,10,17,28.1,1,N
IDCJAC0010,040913,2020,10,18,29.2,1,N
IDCJAC0010,040913,2020,10,19,29.9,1,N
IDCJAC0010,040913,2020,10,20,27.5,1,N
IDCJAC0010,040913,2020,10,21,27.4,1,N
IDCJAC0010,040913,2020,10,22,25.6,1,N
IDCJAC0010,040913,2020,10,23,27.9,1,N
IDCJAC0010,040913,2020,10,24,26.8,1,N
IDCJAC0010,040913,2020,10,25,29.0,1,N
IDCJAC0010,040913,2020,10,26,30.1,1,N
IDCJAC0010,040913,2020,10,27,25.1,1,N
IDCJAC0010,040913,2020,10,28,27.4,1,N
IDCJAC0010,040913,2020,10,29,28.5,1,N
IDCJAC0010,040913,2020,10,30,30.0,1,N
IDCJAC0010,040913,2020,10,31,30.5,1,N
IDCJAC0010,040913,2020,11,01,32.0,1,Y
IDCJAC0010,040913,2020,11,02,28.1,1,Y
IDCJAC0010,040913,2020,11,03,27.4,1,Y
IDCJAC0010,040913,2020,11,04,27.0,1,Y
IDCJAC0010,040913,2020,11,05,29.5,1,Y
IDCJAC0010,040913,2020,11,06,27.0,1,Y
IDCJAC0010,040913,2020,11,07,27.1,1,Y
IDCJAC0010,040913,2020,11,08,23.2,1,Y
IDCJAC0010,040913,2020,11,09,24.9,1,Y
IDCJAC0010,040913,2020,11,10,26.3,1,Y
IDCJAC0010,040913,2020,11,11,26.7,1,Y
IDCJAC0010,040913,2020,11,12,27.5,1,Y
IDCJAC0010,040913,2020,11,13,27.4,1,Y
IDCJAC0010,040913,2020,11,14,31.1,1,Y
IDCJAC0010,040913,2020,11,15,31.0,1,Y
IDCJAC0010,040913,2020,11,16,31.4,1,Y
IDCJAC0010,040913,2020,11,17,31.5,1,Y
IDCJAC0010,040913,2020,11,18,28.4,1,Y
IDCJAC0010,040913,2020,11,19,28.0,1,Y
IDCJAC0010,040913,2020,11,20,28.7,1,Y
IDCJAC0010,040913,2020,11,21,29.9,1,Y
IDCJAC0010,040913,2020,11,22,30.1,1,Y
IDCJAC0010,040913,2020,11,23,31.8,1,Y
IDCJAC0010,040913,2020,11,24,32.2,1,Y
IDCJAC0010,040913,2020,11,25,27.0,1,Y
IDCJAC0010,040913,2020,11,26,29.6,1,Y
IDCJAC0010,040913,2020,11,27,29.1,1,Y
IDCJAC0010,040913,2020,11,28,30.0,1,Y
IDCJAC0010,040913,2020,11,29,31.6,1,Y
IDCJAC0010,040913,2020,11,30,31.6,1,Y
IDCJAC0010,040913,2020,12,01,32.5,1,Y
IDCJAC0010,040913,2020,12,02,31.9,1,Y
IDCJAC0010,040913,2020,12,03,30.9,1,Y
IDCJAC0010,040913,2020,12,04,32.8,1,Y
IDCJAC0010,040913,2020,12,05,32.3,1,Y
IDCJAC0010,040913,2020,12,06,33.2,1,Y
IDCJAC0010,040913,2020,12,07,33.9,1,Y
IDCJAC0010,040913,2020,12,08,33.0,1,Y
IDCJAC0010,040913,2020,12,09,28.5,1,Y
IDCJAC0010,040913,2020,12,10,29.8,1,Y
IDCJAC0010,040913,2020,12,11,26.1,1,Y
IDCJAC0010,040913,2020,12,12,25.2,1,Y
IDCJAC0010,040913,2020,12,13,22.7,1,Y
IDCJAC0010,040913,2020,12,14,26.8,1,Y
IDCJAC0010,040913,2020,12,15,29.8,1,Y
IDCJAC0010,040913,2020,12,16,29.9,1,Y
IDCJAC0010,040913,2020,12,17,28.5,1,Y
IDCJAC0010,040913,2020,12,18,30.9,1,Y
IDCJAC0010,040913,2020,12,19,30.5,1,Y
IDCJAC0010,040913,2020,12,20,30.6,1,Y
IDCJAC0010,040913,2020,12,21,30.7,1,Y
IDCJAC0010,040913,2020,12,22,32.5,1,Y
IDCJAC0010,040913,2020,12,23,32.3,1,Y
IDCJAC0010,040913,2020,12,24,28.2,1,Y
IDCJAC0010,040913,2020,12,25,28.4,1,Y
IDCJAC0010,040913,2020,12,26,28.1,1,Y
IDCJAC0010,040913,2020,12,27,29.3,1,Y
IDCJAC0010,040913,2020,12,28,30.3,1,Y
IDCJAC0010,040913,2020,12,29,30.5,1,Y
IDCJAC0010,040913,2020,12,30,26.2,1,Y
IDCJAC0010,040913,2020,12,31,29.6,1,Y
